Index,Plaza Code,Plaza Name,"Concessio naire
Type",Plaza Type,Plaza Sub Typ,Sate,City,Concessionaire,Geo Codes,Longitude,Latitudes,,
682,540055,"Khutgar
Sapgaon Toll",PF,TOLL,STATE,Maharashtra,Nashik,NMSCEL,"19.432251, 73.359175",19.432251,73.359175,,
683,312057,"Kilazafargarh
Toll Plaza",PF,TOLL,NATIONAL,Haryana,"Kilazafargar
h",NHAI,"29.098408, 76.425469",29.098408,76.425469,,
684,44002,Kini Toll Plaza,Conc.,TOLL,NATIONAL,Maharashtra,Kolhapur,MSRDCL,"16.8767054,74.2983001",16.8767054,74.2983001,,
685,312073,Kiranj Toll Plaza,PF,TOLL,NATIONAL,Haryana,Nuh,NHAI,"28.188888, 77.172178",28.188888,77.172178,,
686,340058,Kiratpur fee plaza,PF,TOLL,NATIONAL,Aligarh,Uttar Pradesh,NHAI,"27.79189039140145,
78.2865520412782",27.79189039,78.28655204,,
687,8002,Kishangarh Plaza,Conc.,TOLL,NATIONAL,Rajasthan,Ajmer,GVK,"26.595329,74.939169",26.595329,74.939169,,
688,330104,"Kishorepura Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Kota,GVK,"25.135915,75.7966206",25.135915,75.7966206,,
689,312025,Kitlana,PF,TOLL,NATIONAL,Haryana,Bhiwani,"Unique
BuildMart PvtÂ","28.692990, 76.158534",28.69299,76.158534,,
690,570032,KK Toll Plaza,Conc.,TOLL,STATE,Rajasthan,Alwar,RIDCOR Ltd,"28.105358, 76.708050",28.105358,76.70805,,
691,336020,"Kobadi Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Bhavnagar,NHAI,"21.61976000,72.14159333",21.61976,72.14159333,,
692,360060,"Kodikottai Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Manjani,MD YOUSUF ALI,"9.887952, 78.847700",9.887952,78.8477,,
693,356018,"Kognoli Toll
Plaza",PF,TOLL,NATIONAL,Karnataka,Belagavi,NHAI,"16.5422,74.31825",16.5422,74.31825,,
694,550001,Kokapet,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.242673, 78.194936",17.242673,78.194936,,
695,199001,"KOKHRAJ
(Sirohi) Toll",Conc.,TOLL,NATIONAL,Uttar Pradesh,Kaushambi,"M/s Eagle Infra
India Ltd","25.576505,81.5295417",25.576505,81.5295417,,
696,540051,"Kokmathan Toll
Plaza",PF,TOLL,STATE,Maharashtra,Aurangabad,NMSCEL,"19.840290, 74.473085",19.84029,74.473085,,
697,392017,"KOKPARA  TOLL
PLAZA",PF,TOLL,NATIONAL,Jharkhand,Kokpara,NHAI,"22.4459665,86.5983467",22.4459665,86.5983467,,
698,560014,Kolappancheri,PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"13.070524,80.071587",13.070524,80.071587,,
699,570015,Kolha Toll Plaza,Conc.,TOLL,STATE,Rajasthan,"Hanumanga
rh",RIDCOR Ltd,"29.519569, 74.335958",29.519569,74.335958,,
700,367005,"Kollam Bypass
Toll Plaza",PF,TOLL,NATIONAL,Kerala,Kollam,NHAI,"8.921575,76.575862",8.921575,76.575862,,
701,350039,"Kollapalle Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Kollapalle,"KNR
Shankarampet","18.017805, 77.927905",18.017805,77.927905,,
702,570016,Kolu Toll Plaza,Conc.,TOLL,STATE,Rajasthan,Jodhpur,RIDCOR Ltd,"26.904603, 72.312525",26.904603,72.312525,,
703,350031,"Komalla Fee
Plaza",PF,TOLL,NATIONAL,Telangana,Komalla (V),NHAI,"17.77737111,79.28361111",17.77737111,79.28361111,,
704,350032,"Komatipalli Fee
Plaza",PF,TOLL,NATIONAL,Telangana,Komatipalli,NHAI,"18.02173544,79.50000000",18.02173544,79.5,,
705,330071,"Kondar Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Karauli,NHAI,"26.5372312,77.086002",26.5372312,77.086002,,
706,350026,Konetipuram,PF,TOLL,NATIONAL,Telangana,"Konetipura
m",NHAI,"16.6120211,78.6758205",16.6120211,78.6758205,,
707,540028,"Kopra Kharghar
Toll Plaza",Conc.,TOLL,STATE,Maharashtra,"Navi
Mumbai","Sahakar Global
Ltd.","19.037473, 73.078256",19.037473,73.078256,,
708,26001,Korai Toll Plaza,Conc.,TOLL,NATIONAL,Uttar Pradesh,Agra,"Bhubaneswar
Expressway","27.114895,77.715981",27.114895,77.715981,,
709,15002,Koralaphad,Conc.,TOLL,NATIONAL,Telangana,Nalgonda,GMR,"17.159784,79.475426",17.159784,79.475426,,
710,314022,"Kot Karora Kalan
Plaza",PF,TOLL,NATIONAL,Punjab,Talwandi,NHAI,"30.8263476,74.9165723",30.8263476,74.9165723,,
711,330073,"Kota Bypass Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Kota,NHAI,"25.132814, 75.796857",25.132814,75.796857,,
712,545082,"Kotatala Toll
Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Damoh,"Damoh Jabalpur
Toll Roads","23.780076, 79.464341",23.780076,79.464341,,
713,550024,"Kothagudem
Toll Plaza",PF,TOLL,NATIONAL,Telangana,Suryapet,NHAI,"17.1314,80.0036",17.1314,80.0036,,
714,392016,Kothiya,PF,TOLL,NATIONAL,Jharkhand,Sahibganj,NHAI,"25.238246, 87.647616",25.238246,87.647616,,
715,552004,Kovvuru,Conc.,TOLL,STATE,Andhra Pradesh,Vijayawada,"Rajamundry
Godavari Bridge","17.027290, 81.719536",17.02729,81.719536,,
716,320081,"Koyla TOLL
PLAZA",PF,TOLL,NATIONAL,Uttar Pradesh,Rampur,NHAI,"28.82978,79.096764",28.82978,79.096764,,
717,56001,"Kozhinjiipatti
Plaza",Conc.,TOLL,NATIONAL,Tamil Nadu,Dindigul,Reliance,"10.194334,77.909215",10.194334,77.909215,,
718,60001,Krishnagiri Plaza,Conc.,TOLL,NATIONAL,Tamil Nadu,Krishnagiri,Reliance,"12.544583,78.201132",12.544583,78.201132,,
719,70001,Krishnavaram,TOT,TOLL,NATIONAL,Andhra Pradesh,"East
Godavari",NHAI,"17.215448,82.1107",17.215448,82.1107,,
720,545031,"Kuabadla Toll
Plaza",BOT,TOLL,STATE,Madhya Pradesh,Chhindwara,"KETI
Infrastructure","22.36342938,78.62131517",22.36342938,78.62131517,,
721,336008,"Kuchadi Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Porbander,NHAI,"21.69753663,69.53280984",21.69753663,69.53280984,,
722,330115,"Kuchera Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Ajmer,"B.S. Group
(MoRTH)","26.9802573,73.9570513",26.9802573,73.9570513,,
723,536025,"Kuchhvada Toll
Plaza",BOT,TOLL,STATE,Gujarat,Deesa,"Ranjit Toll Road
Pvt Ltd","24.458300, 72.269800",24.4583,72.2698,,
724,380033,"Kulhariya fee
plaza",PF,TOLL,NATIONAL,Bihar,Arrah,NHAI,"25.580560, 84.768610",25.58056,84.76861,,
725,115001,"Kulumapalya toll
plaza",Conc.,TOLL,NATIONAL,Karnataka,"Bangalore
Rural",Jass Tollways,"13.114638,77.37463",13.114638,77.37463,,
726,124001,"Kumbalam Toll
Plaza",Conc.,TOLL,NATIONAL,Kerala,Ernakulam,"Kochi Aror
Tollways","9.895245,76.313541",9.895245,76.313541,,
727,349010,Kumhari,PF,TOLL,NATIONAL,Chhattisgarh,Kumhari,NHAI,"21.2525171,81.5368479",21.2525171,81.5368479,,
728,312036,Kundali,Conc.,TOLL,STATE,Haryana,Kundali,Skylark world,"28.911104,77.025054",28.911104,77.025054,,
729,320075,Kunwarpur,PF,TOLL,NATIONAL,Uttar Pradesh,Jaunpur,"Vinayendranath
Upadhyay","25.6727919,82.3158437",25.6727919,82.3158437,,
730,320077,Kurana Toll,PF,TOLL,NATIONAL,Uttar Pradesh,Hapur,NHAI,"28.6278,77.7849",28.6278,77.7849,,
731,536073,"Kurankhed Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Akola,NHAI,"20.695688, 77.263261",20.695688,77.263261,,
732,520014,Kurebhar,Conc.,TOLL,STATE,Uttar Pradesh,Sultanpur,"Prakash
Asphalting &","26.3895420, 82.1262510",26.389542,82.126251,,
733,556018,Kurki Toll Plaza,Conc.,TOLL,STATE,Karnataka,Kurki Village,"LEJONET ITS
Tech","14.351626,75.979384",14.351626,75.979384,,
734,540008,"Kusgaon NH48
Toll Plaza",Conc.,TOLL,STATE,Maharashtra,Lonavala,IRB,"18.760253,73.439713",18.760253,73.439713,,
735,540004,"Kusgaon Toll
Plaza",Conc.,TOLL,STATE,Maharashtra,Kusgaon,IRB,"18.760371, 73.430045",18.760371,73.430045,,
736,536059,Kusthala Toll Plaza,PF,TOLL,NATIONAL,Rajasthan,Sawai Madhopur,NHAI,"25.968464980634522,
76.25313572334733",25.96846498,76.25313572,,
737,169001,"L&T Krishnagiri
Thopur Toll P",Conc.,TOLL,NATIONAL,Tamil Nadu,Dharmapuri,L&T,"12.00638,78.08008",12.00638,78.08008,,
738,39001,L&T PANIPAT,Conc.,TOLL,NATIONAL,Haryana,Panipat,L&T,"29.433664,76.97014",29.433664,76.97014,,
739,1002,L&T Vadodra,Conc.,TOLL,NATIONAL,Gujarat,Vadodara,L&T,"22.015027,73.115049",22.015027,73.115049,,
740,326008,"Lachiwala Toll
Plaza",PF,TOLL,NATIONAL,Uttarakhand,Dehradun,"Riddhi Siddhi
Associates","30.209235,78.125393",30.209235,78.125393,,
741,154003,"Ladowal Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Ludhiana,"Soma Isolux NH
One Tollway","30.988606,75.790611",30.988606,75.790611,,
742,30001,"LADPALWAN
TOLL PLAZA",Conc.,TOLL,NATIONAL,Punjab,Pathankot,IRB,"32.197881,75.533697",32.197881,75.533697,,
743,318007,"Lakhanpur Toll
Plaza",PF,TOLL,NATIONAL,Jammu & Kashmir,Jammu,NHAI,"32.3821080, 75.5989640",32.382108,75.598964,,
744,330061,Lakhasar,Conc.,TOLL,NATIONAL,Rajasthan,Bikaner,"Sikar Bikaner
Highway","28.093586,73.876543",28.093586,73.876543,,
745,330031,Lal ka Khera,PF,TOLL,NATIONAL,Rajasthan,Jahazpur,NHAI,"25.482404,75.313410",25.482404,75.31341,,
746,320062,"Lalanagar Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,"Sant Ravidas
Nagar","M/s Bholanath
Rajpati Shukla","25.266948,82.491513",25.266948,82.491513,,
747,140002,Laling toll plaza,Conc.,TOLL,NATIONAL,Maharashtra,Dhule,Ircon Soma,"20.833039,74.754271",20.833039,74.754271,,
748,318012,"Lamber toll
plaza",PF,TOLL,NATIONAL,Jammu & Kashmir,Banihal,NHAI,"34.0922,74.8022",34.0922,74.8022,,
749,330007,Lambiya Kalan,Conc.,TOLL,NATIONAL,Rajasthan,Jaipur,IRB,"25.5871683,74.593839",25.5871683,74.593839,,
750,546014,"Lamnannagar
Toll Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"27.161194,73.008472",27.161194,73.008472,,
751,312023,"Landhari Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Hisar,NHAI,"29.2922726,75.6481065",29.2922726,75.6481065,,
752,330002,Lasedi,Conc.,TOLL,NATIONAL,Rajasthan,Churu,"M/s Salasar
Highways Pvt.","28.7015412,75.4758781",28.7015412,75.4758781,,
753,330098,Lathi,PF,TOLL,NATIONAL,Rajasthan,Jaisalmer,GR Infra / NHAI,"27.0298232,71.4462213",27.0298232,71.4462213,,
754,540512,"Lawada Toll
plaza",Conc.,TOLL,STATE,Madhya Pradesh,Balaghat,"M/s Seema
Singh","21.859778, 80.106833",21.859778,80.106833,,
755,29001,"Laxamannath
Plaza",Conc.,TOLL,NATIONAL,Karnataka,"Bangalore
Rural",NHAI,"13.193545,77.64981",13.193545,77.64981,,
756,212001,Laxmipuram,TOT,TOLL,NATIONAL,Andhra Pradesh,Srikakulam,NHAI,"18.733529,84.389803",18.733529,84.389803,,
757,340063,"Lebhera Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Bareilly,"Anil Kumar
Shukla","28.4724919,79.5344793",28.4724919,79.5344793,,
758,360051,"Lechchumanapa
tti",PF,TOLL,NATIONAL,Tamil Nadu,Pudukkottai,NHAI,"10.624233,78.747631",10.624233,78.747631,,
759,330090,"Leelamba Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Lilamba,NHAI,"26.070653, 74.010311",26.070653,74.010311,,
760,314016,"Lehra Begga Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Bhatinda,NHAI,"30.2331306,75.1018423",30.2331306,75.1018423,,
761,360050,Lembalakudi,PF,TOLL,NATIONAL,Tamil Nadu,Pudukkottai,NHAI,"10.299776,78.770713",10.299776,78.770713,,
762,540059,Limbe Toll Plaza,Conc.,TOLL,STATE,Maharashtra,Aurangabad,"Keti Sangam
Infra","19.779805,75.194678",19.779805,75.194678,,
763,330082,Limdi Toll Plaza,"27.178509,77.41684+C:H5",TOLL,NATIONAL,Rajasthan,Dahod,NHAI+C:CI771D:HB:HIC:H,"23.0344110,74.1526500",23.034411,74.15265,,
764,545107,Limha Toll Plaza,PF,TOLL,NATIONAL,Chhattisgarh,Bilaspur,BPRPL Adani,"22.289296, 82.303030",22.289296,82.30303,,
765,556024,"Link Road (L1)
Toll",Conc,TOLL,STATE,Karnataka,Bengaluru,"Nandi Economic
Corridor","12.936583,77.531500",12.936583,77.5315,,
766,545110,Lodam Toll Plaza,PF,TOLL,NATIONAL,Chhattisgarh,Jashpur,NHAI,"22.954331, 84.360130",22.954331,84.36013,,
767,320133,Lohari Toll Plaza,PF,TOLL,NATIONAL,Uttar Pradesh,Jhansi,"Balaji
Enterprises","25.343778, 78.916861",25.343778,78.916861,,
768,379005,"Lomshinong Toll
Plaza",PF,TOLL,NATIONAL,Meghalaya,Khliehriat,NHAI,"25.169119, 92.393079",25.169119,92.393079,,
769,314035,"Ludana Toll
Plaza",PF,TOLL,NATIONAL,Haryana,Jind,NHAI,"29.241281,76.518039",29.241281,76.518039,,
770,163001,"Ludhwai Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Bharatpur,Madhucon Infra,"27.178509,77.416845",27.178509,77.416845,,
771,239100,"LUHARLI Toll
plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,"Gautam
Buddh","Gaziabad
Aligarh","28.499246,77.627269",28.499246,77.627269,,
772,318010,Mada toll plaza,PF.,TOLL,NATIONAL,Jammu & Kashmir,Ramban,NHAI,"33.1304683,75.2941524",33.1304683,75.2941524,,
773,345065,Madai Fee Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Chaurai,NHAI,"22.553803,79.115999",22.553803,79.115999,,
774,546026,Madanpur,PF,TOLL,NATIONAL,Chhattisgarh,Katghora,NHAI,"22.454908,82.483176",22.454908,82.483176,,
775,378006,"Madanpur Toll
Plaza",PF,TOLL,NATIONAL,Assam,Madanpur,NHAI,"26.3093870,91.7164080",26.309387,91.716408,,
776,352030,"Madapam Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Srikakulam,NHAI,"18.377344,84.000528",18.377344,84.000528,,
777,545090,"Madhav Sihora
Silodi Corridor",PF,TOLL,STATE,Madhya Pradesh,Sihora,"Madhav Sihora
Silodi Corridor","23.448250, 80.143389",23.44825,80.143389,,
778,242000,"Madina Toll
Plaza",Conc.,TOLL,NATIONAL,Haryana,Rohtak,"Rohtak Hissar
Tollway","28.9374978,76.3981516",28.9374978,76.3981516,,
779,201001,"Madrak Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Aligarh,"Brijbhoomi
Expressway","27.803992,78.087073",27.803992,78.087073,,
780,550023,"Madugulapally
TOLL PLAZA",DBFOT,TOLL,STATE,Telangana,"Madugulapa
lly","N.A.M.Expressw
ay","16.9794,79.4537",16.9794,79.4537,,
781,360027,Madukkarai,Conc.,TOLL,NATIONAL,Tamil Nadu,Coimbatore,L&T,"10.895638,76.945815",10.895638,76.945815,,
782,556031,"Magadi Road
(P6) Plaza",Conc,TOLL,STATE,Karnataka,Bengaluru,"Nandi Economic
Corridor","12.989944,77.472444",12.989944,77.472444,,
783,560010,"Mahabalipuram
Plaza",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC (ECR),"12.6153657,80.0998102",12.6153657,80.0998102,,
784,284001,"Mahant
Maniyari",Conc.,TOLL,NATIONAL,Bihar,Muzaffarpur,"KNR
Muzaffarpur","26.0387944,85.4475413",26.0387944,85.4475413,,
785,545111,"Maharajpur Toll
Plaza",PF,TOLL,NATIONAL,Chhattisgarh,"Manendraga
rh",NHAI,"23.295280, 82.383803",23.29528,82.383803,,
786,352020,Mahasamudram,PF,TOLL,NATIONAL,Andhra Pradesh,"Mahasamud
ram",NHAI,"13.194889,79.017469",13.194889,79.017469,,
787,345077,"Mahauri Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Mahauri,NHAI,"24.577226,80.690857",24.577226,80.690857,,
788,520010,Mahurakalan,Conc.,TOLL,STATE,Uttar Pradesh,Lucknow,"Prakash
Asphalting &","26.7199300, 81.1301830",26.71993,81.130183,,
789,62002,"Mahuvan Toll
Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Mathura,Reliance,"27.337188,77.737458",27.337188,77.737458,,
790,570026,Mahuwa Toll,Conc.,TOLL,STATE,Rajasthan,Alwar,RIDCOR Ltd,"27.457686, 76.607661",27.457686,76.607661,,
791,536057,"Maigalganj Toll
Plaza",PF,TOLL,NATIONAL,Uttar Pradesh,Maigalganj,NHAI,"27.739731, 80.296011",27.739731,80.296011,,
792,312019,"Main Plaza
Village Jakhauli",PF,TOLL,NATIONAL,Haryana,Jakhauli,NHAI,"28.917251,77.161054",28.917251,77.161054,,
793,87001,Maithi,Conc.,TOLL,NATIONAL,Bihar,Muzaffarpur,SMS,"26.112648,85.564827",26.112648,85.564827,,
794,545099,"Majhagawan
(Katni)Toll Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Katni,"Bansal
Pathways","23.884352,80.338989",23.884352,80.338989,,
795,345066,Majhgawan,PF,TOLL,NATIONAL,Madhya Pradesh,Bhopal,NHAI,"23.869976,80.350801",23.869976,80.350801,,
796,336012,"Makhel Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Kutch,"PATEL
HIGHWAY","23.490455,70.942639",23.490455,70.942639,,
797,104001,"Makrauli Kalan
Toll Plaza",Conc.,TOLL,NATIONAL,Haryana,Rohtak,Sadbhav,"28.944307,76.609736",28.944307,76.609736,,
798,570013,"Malasar Toll
Plaza",Conc.,TOLL,STATE,Rajasthan,Churu,RIDCOR Ltd,"28.262625, 74.565161",28.262625,74.565161,,
799,536101,"Malegaon Toll
Plaza",PF,TOLL,NATIONAL,Maharashtra,Malegaon,NHAI,"18.830215, 77.0140240",18.830215,77.014024,,
800,540041,"Malegaon Toll
Plaza",PF,TOLL,STATE,Maharashtra,Washim,NMSCEL,"20.283102, 76.972215",20.283102,76.972215,,
801,330102,Malera,PF,TOLL,NATIONAL,Rajasthan,Sirohi,"Udaipur
Pathways","24.712368,73.093755",24.712368,73.093755,,
802,540048,"Maliwada Toll
Plaza",PF,TOLL,STATE,Maharashtra,Aurangabad,NMSCEL,"19.940412, 75.164195",19.940412,75.164195,,
803,340006,Maliwadi TP,Conc.,TOLL,NATIONAL,Maharashtra,Aurangabad,YABOT (IRB),"19.600875, 75.614882",19.600875,75.614882,,
804,546008,"Malkisar Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Bikaner,M/s Ashirwad,"28.75284167, 73.96293833",28.75284167,73.96293833,,
805,536056,Mallampet,BOT,TOLL,STATE,Telangana,Hyderabad,IRB,"17.5609388888889,78.3682",17.56093889,78.3682,,
806,570051,"Malpura Toll
Plaza",PF,TOLL,STATE,Rajasthan,Jaipur,RSRDC,"26.30658,75.41294",26.30658,75.41294,,
807,127001,Malthone,Conc.,TOLL,NATIONAL,Madhya Pradesh,Sagar,"DPJ DRA
Tollways","24.322069,78.526217",24.322069,78.526217,,
808,545044,Malyakhedi,DBFOT,TOLL,STATE,Madhya Pradesh,Mandsaur,"SHUKLA
GLOBAL","24.047369,75.035803",24.047369,75.035803,,
809,381000,Managethi Toll Plaza,PF,TOLL,NATIONAL,Tamil Nadu,Ariyalur,"Kallagam
Meensurutti Hwy Pvt","11.141850, 79.242155",11.14185,79.242155,,
810,314039,"Manan Toll
Plaza",PF,TOLL,NATIONAL,Punjab,Amritsar,NHAI,"31.515990, 74.800070",31.51599,74.80007,,
811,545023,Manankheda,Conc.,TOLL,STATE,Madhya Pradesh,"Manankhed
a","Ashoka
Concessions","23.79626925,75.10225026",23.79626925,75.10225026,,
812,59002,Manavasi Plaza,Conc.,TOLL,NATIONAL,Tamil Nadu,Karur,Reliance,"10.931722,78.218401",10.931722,78.218401,,
813,545037,"Manawarkukshi
Toll Plaza",Conc.,TOLL,STATE,Madhya Pradesh,Manawar,Agroh Infra,"22.210352,75.025833",22.210352,75.025833,,
814,217002,"Mandal Toll
Plaza",Conc.,TOLL,NATIONAL,Gujarat,Tapi,Soma Isolux,"21.134892,73.478457",21.134892,73.478457,,
815,350041,"Mandamarri Toll
Plaza",PF,TOLL,NATIONAL,Telangana,Mandamarri,NHAI,"19.011289, 79.478191",19.011289,79.478191,,
816,330110,"Mandana Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Mandana,NHAI,"24.9657418,75.9352303",24.9657418,75.9352303,,
817,235001,"Mandawara Toll
Plaza",Conc.,TOLL,NATIONAL,Rajasthan,Rajsamand,"Shreenathji
Udaipur Tollway","25.20385,73.814701",25.20385,73.814701,,
818,186001,"Mandawnagar
Toll Plaza",Conc.,TOLL,NATIONAL,Uttar Pradesh,Basti,"Ayodhya
Gorakhpur SMS","26.810525,82.731283",26.810525,82.731283,,
819,378010,Manderdisa,PF,TOLL,NATIONAL,Assam,Dima Hasao,NHAI,"25.7365190,93.1385240",25.736519,93.138524,,
820,241900,"Mandir Hasaud
Toll Plaza",Conc.,TOLL,NATIONAL,Chhattisgarh,Raipur,"Raipur
Expressways","21.20296,81.905328",21.20296,81.905328,,
821,545103,"Mandleswar Toll
plaza",Conc.,TOLL,STATE,Madhya Pradesh,Indore,MHOW AGROH,"22.280472, 75.695583",22.280472,75.695583,,
822,336006,"Mandva Toll
Plaza",PF,TOLL,NATIONAL,Gujarat,Ankleshwar,NHAI,"21.7016001,73.0609234",21.7016001,73.0609234,,
823,345076,"Mandwara Toll
Plaza",PF,TOLL,NATIONAL,Madhya Pradesh,Mandwara,NHAI,"22.050986,75.119180",22.050986,75.11918,,
824,312042,MANESHAR-7A,Conc.,TOLL,STATE,Haryana,Manesar,Skylark world,"28.326367,76.890515",28.326367,76.890515,,
825,312043,MANESHAR-7B,Conc.,TOLL,STATE,Haryana,Manesar,Skylark world,"28.310995,76.895142",28.310995,76.895142,,
826,356100,Mangalgi,Conc.,TOLL,NATIONAL,Karnataka,Bidar,"M/s Deccan
Tollways Ltd","17.7454925,77.3171313",17.7454925,77.3171313,,
827,148001,"Manguli Toll
Plaza",Conc.,TOLL,NATIONAL,Odisha,Cuttack,"Shree
Jagannath","20.540387,85.96387",20.540387,85.96387,,
828,350027,Manoharabad,PF,TOLL,NATIONAL,Telangana,Medak,NHAI,"17.801103,78.471683",17.801103,78.471683,,
829,9002,"Manoharpura
Toll plaza",Conc.,TOLL,NATIONAL,Rajasthan,Jaipur,"Pink City
Expressway","27.3056399,75.9535128",27.3056399,75.9535128,,
830,24001,"MANSAR TOLL
PLAZA",Conc.,TOLL,NATIONAL,Maharashtra,Nagpur,NHAI,"21.382312,79.25332",21.382312,79.25332,,
831,556017,Marali,DBFOT,TOLL,STATE,Karnataka,"Marali
Village","Sindhanur
Gangavathi","15.4669393,76.5742425",15.4669393,76.5742425,,
832,380015,"Maranga Toll
Plaza",PF,TOLL,NATIONAL,Bihar,Purnia,NHAI,"25.728651,87.458279",25.728651,87.458279,,
833,352060,"Marripalem Toll
Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Visakhapatn
am",NHAI,"17.747445,83.069029",17.747445,83.069029,,
834,352024,Marur Toll Plaza,PF,TOLL,NATIONAL,Andhra Pradesh,"Anantapura
m","MEP Infra
Projects","14.5020891,77.6312667",14.5020891,77.6312667,,
835,349009,"Mashora Toll
Plaza",NHAI,TOLL,NATIONAL,Chhattisgarh,Jagdalpur,NHAI,"19.623270, 81.667297",19.62327,81.667297,,
836,345035,Masuriha,Conc.,TOLL,NATIONAL,Madhya Pradesh,Rewa,"Vindhyachal
Expressway","24.7601633,82.0648097",24.7601633,82.0648097,,
837,137001,Mathni,Conc.,TOLL,NATIONAL,Maharashtra,Nagpur,WEPL,"21.139545,79.365105",21.139545,79.365105,,
838,360042,"Mathur Toll
Plaza",PF,TOLL,NATIONAL,Tamil Nadu,Madharam,NHAI,"13.1762697,80.2447934",13.1762697,80.2447934,,
839,520007,"Mathura Toll
Plaza",BOT,TOLL,STATE,Uttar Pradesh,Mathura,"Jaypee
Infratech Ltd","27.660315,77.733317",27.660315,77.733317,,
840,312020,Maujpur,PF,TOLL,NATIONAL,Haryana,Maujpur,NHAI,"28.284826,77.439340",28.284826,77.43934,,
841,556056,Mavai Km 54,Conc.,TOLL,STATE,Uttar Pradesh,Banda,UPEIDA,"25.5438,80.3705",25.5438,80.3705,,
842,320054,Mavikala,PF,TOLL,NATIONAL,Uttar Pradesh,Mavikala,NHAI,"28.877630,77.247776",28.87763,77.247776,,
843,545021,Mawai Toll Plaza,Conc.,TOLL,STATE,Madhya Pradesh,Sagar,"DBL Tikamgarh-
Nowgoav","24.791454,78.924038",24.791454,78.924038,,
844,242001,Mayar Toll Plaza,Conc.,TOLL,NATIONAL,Haryana,Hisar,"Rohtak Hissar
Tollway","29.100827,75.885338",29.100827,75.885338,,
845,570039,MB(Gundwa),Conc.,TOLL,STATE,Rajasthan,Bharatpur,"RIDCOR Infra
Project Ltd","27.248519, 77.469328",27.248519,77.469328,,
846,545068,"MBL
NEWARGAON",Conc.,TOLL,STATE,Madhya Pradesh,Balaghat,"MBL MP Toll
Road","21.826114,80.041645",21.826114,80.041645,,
847,352051,"Medapi Toll
plaza",PF,TOLL,NATIONAL,Andhra Pradesh,Prakasam,NHAI,"16.024896,79.481851",16.024896,79.481851,,
848,560004,"Medavakkam
Toll Plaza",PF,TOLL,STATE,Tamil Nadu,Chennai,TNRDC,"12.9179,80.2118",12.9179,80.2118,,
849,550006,Medchal,PF,TOLL,STATE,Telangana,Hyderabad,IRB,"17.355345, 78.292706",17.355345,78.292706,,
850,546019,"Meghawas Toll
Plaza",PF,TOLL,NATIONAL,Rajasthan,Jodhpur,M/s Ashirwad,"26.166723, 72.481349",26.166723,72.481349,,
851,540042,"Mehkar Toll
Plaza",PF,TOLL,STATE,Maharashtra,Buldhana,NMSCEL,"20.283102, 76.972215",20.283102,76.972215,,
852,345055,Mehra Toll Plaza,PF,TOLL,NATIONAL,Madhya Pradesh,Gwalior,Path,"26.197589,78.240691",26.197589,78.240691,,
853,320107,"Mehrauli Plaza
DME KM 2350",PF,TOLL,NATIONAL,Uttar Pradesh,Ghaziabad,NHAI,"28.655347,77.474082",28.655347,77.474082,,
854,536021,"Mehsana Toll
Plaza",Conc.,TOLL,STATE,Gujarat,Mehsana,"Gujarat Road
and Infra Co Ltd","23.527490, 72.388130",23.52749,72.38813,,
855,370025,Mejia Toll Plaza,PF,TOLL,NATIONAL,West Bengal,Mejia,NHAI,"23.537809,87.124630",23.537809,87.12463,,
856,352034,"Mekalavaripalli
Toll Plaza",PF,TOLL,NATIONAL,Andhra Pradesh,"Markapura
m",NHAI,"15.6675,79.3518",15.6675,79.3518,,
