Index,City,Geo Codes,Longitude,Latitudes,Road Width (pixels),Road Width (m),2023,2024
828,Medak,"17.801103,78.471683",17.801103,78.471683,383,21.17,4.175833225,4.620909214
829,Jaipur,"27.3056399,75.9535128",27.3056399,75.9535128,586,35.51,8.19833374,10.7681818
830,Nagpur,"21.382312,79.25332",21.382312,79.25332,383,21.17,1.270833373,1.439999938
831,"Marali
Village","15.4669393,76.5742425",15.4669393,76.5742425,450,25.9,1.926666737,1.869090915
832,Purnia,"25.728651,87.458279",25.728651,87.458279,382,21.1,11.39666653,10.06181812
833,"Visakhapatn
am","17.747445,83.069029",17.747445,83.069029,591,35.87,7.512499809,6.323636532
834,"Anantapura
m","14.5020891,77.6312667",14.5020891,77.6312667,533,31.77,2.460000038,1.387272716
835,Jagdalpur,"19.623270, 81.667297",19.62327,81.667297,339,18.06,1.06916666,1.190000057
836,Rewa,"24.7601633,82.0648097",24.7601633,82.0648097,516,30.57,3.908333302,3.00545454
837,Nagpur,"21.139545,79.365105",21.139545,79.365105,568,34.24,3.75,4.579091072
838,Madharam,"13.1762697,80.2447934",13.1762697,80.2447934,492,28.87,31.31916618,21.63454628
839,Mathura,"27.660315,77.733317",27.660315,77.733317,477,27.81,17.64249992,18.07727242
840,Maujpur,"28.284826,77.439340",28.284826,77.43934,422,23.92,7.316666603,9.392726898
841,Banda,"25.5438,80.3705",25.5438,80.3705,261,12.54,14.27916622,17.54363632
842,Mavikala,"28.877630,77.247776",28.87763,77.247776,418,23.64,12.65999985,25.41454506
843,Sagar,"24.791454,78.924038",24.791454,78.924038,420,23.78,1.797500014,1.438181877
844,Hisar,"29.100827,75.885338",29.100827,75.885338,536,31.98,15.1875,14.72636318
845,Bharatpur,"27.248519, 77.469328",27.248519,77.469328,459,26.54,3.331666708,3.519999981
846,Balaghat,"21.826114,80.041645",21.826114,80.041645,412,23.22,1.781666636,1.610909104
847,Prakasam,"16.024896,79.481851",16.024896,79.481851,373,20.46,7.846666813,7.583636284
848,Chennai,"12.9179,80.2118",12.9179,80.2118,475,27.67,17.89416695,14.88909054
849,Hyderabad,"17.355345, 78.292706",17.355345,78.292706,345,18.48,3.205833435,4.612727165
850,Jodhpur,"26.166723, 72.481349",26.166723,72.481349,542,32.4,9.116666794,32.76272583
851,Buldhana,"20.283102, 76.972215",20.283102,76.972215,424,24.06,58.23500061,34.74363708
852,Gwalior,"26.197589,78.240691",26.197589,78.240691,478,27.88,12.89999962,11.58636379
853,Ghaziabad,"28.655347,77.474082",28.655347,77.474082,517,30.64,57.6241684,63.6463623
854,Mehsana,"23.527490, 72.388130",23.52749,72.38813,549,32.9,8.924166679,8.010000229
855,Mejia,"23.537809,87.124630",23.537809,87.12463,470,27.31,2.978333235,3.152727365
856,"Markapura
m","15.6675,79.3518",15.6675,79.3518,550,32.97,1.208333373,1.104545474
857,Jhalawar,"24.420109,76.503892",24.420109,76.503892,450,25.9,1.147500038,1.539090872
858,Indore,"22.6731595,75.545744",22.6731595,75.545744,465,26.96,5.244166851,4.886363506
859,Salem,"11.661687,78.330731",11.661687,78.330731,657,40.53,6.185833454,5.675454617
860,"Ahmednaga
r","18.9331389,74.4929167",18.9331389,74.4929167,416,23.5,8.116666794,6.877272606
861,Mhow,"22.607405,75.794223",22.607405,75.794223,473,27.53,9.809999466,10.55363655
862,Daboka,"26.1313420,92.8362070",26.131342,92.836207,484,28.3,1.207499981,1.336363673
863,Betul,"21.8636943,77.9571605",21.8636943,77.9571605,490,28.73,11.19916725,9.454545021
864,Shahjadpur,"30.21170,77.19388",30.2117,77.19388,370,20.25,10.50583363,11.85545444
865,Vijayawada,"16.037647,79.307084",16.037647,79.307084,543,32.47,8.994166374,7.851818085
866,Ghazipur,"25.684947, 83.547053",25.684947,83.547053,602,36.64,8.90083313,8.911818504
867,Ayodhya,"26.663524, 81.993320",26.663524,81.99332,575,34.73,9.768333435,18.72818184
868,Nashik,"19.9798867,74.490845",19.9798867,74.490845,455,26.25,2.066666603,1.917272687
869,Bilari,"28.5802427,78.7961950",28.5802427,78.796195,453,26.11,2.773333311,2.438181877
870,Kaimur,"25.1882337,83.5615933",25.1882337,83.5615933,486,28.45,11.71000004,11.57454491
871,Mohna,"29.650296, 76.559183",29.650296,76.559183,512,30.28,1.36500001,1.665454507
872,Sihora,"23.4336923,80.0873052",23.4336923,80.0873052,647,39.82,6.327499866,6.267272949
873,Ashok Nagar,"15.194774, 76.999231",15.194774,76.999231,516,30.57,1.945833325,2.200909138
874,Kutch,"22.934663,69.801655",22.934663,69.801655,516,30.57,3.204166651,4.728181839
875,Jodhpur,"25.71773,72.277289",25.71773,72.277289,615,37.56,7.847500324,21.20727348
876,Mopidevi,"16.054778, 80.914134",16.054778,80.914134,554,33.25,3.539166689,4.118181705
877,Jodhpur,"26.8915240,71.9523540",26.891524,71.952354,564,33.96,1.638333321,1.372727275
878,Charkhi,"28.6410 ,76.3815",28.641,76.3815,590,35.8,4.89416647,3.940000057
879,Pune,"18.6867178,73.8465816",18.6867178,73.8465816,577,34.88,17.79750061,19.77000046
880,Mount Abu,"24.580674,72.725067",24.580674,72.725067,530,31.55,5.082499981,4.945454597
881,Kiratpur,"31.2120516,76.6407424",31.2120516,76.6407424,445,25.55,10.35750008,9.500908852
882,Indore,"22.775572,75.860314",22.775572,75.860314,529,31.48,19.60416603,19.51454544
883,Bhopal,"23.310689,77.319815",23.310689,77.319815,711,44.35,8.33833313,7.947272778
884,Gwalior,"25.6814588,77.7295852",25.6814588,77.7295852,496,29.15,8.637499809,7.572727203
885,BILASPUR,"21.190040,81.159205",21.19004,81.159205,610,37.21,2.288333416,3.069999933
886,Madanapalli,"13.698528, 78.518474",13.698528,78.518474,518,30.71,2.169166565,3.471818209
887,Bodla,"22.155822, 81.228744",22.155822,81.228744,564,33.96,3.249166727,3.429090977
888,Ahmedabad,"25.2747754,74.4927949",25.2747754,74.4927949,677,41.94,9.462499619,12.62181854
889,Kolar,"13.148469,78.290548",13.148469,78.290548,474,27.6,3.909166574,4.807272911
890,Mumbai,"19.1534,72.9657",19.1534,72.9657,622,38.06,14.41166687,14.33454609
891,Mumbai,"19.1855,72.9586",19.1855,72.9586,677,41.94,41.85666656,45.11999893
892,Mundargi,"15.138206,75.889905",15.138206,75.889905,549,32.9,1.233333349,1.059999943
893,Baran,"25.208633,77.136056",25.208633,77.136056,574,34.66,1.089166641,1.328181863
894,Mungari,"25.2987667,81.9478441",25.2987667,81.9478441,460,26.61,3.941666603,4.374545574
895,"Hoshangaba
d","24.644126,79.336084",24.644126,79.336084,468,27.17,2.282500029,1.813636422
896,Munjuluru,"16.319957, 81.220732",16.319957,81.220732,578,34.95,3.915833235,3.813636303
897,Munnanur,"16.74550985064181,78.285
31697793443",16.74550985,78.285,646,39.75,3.235833406,2.795454502
898,Barauni,"25.5899165,85.875775",25.5899165,85.875775,717,44.77,3.853333235,3.49636364
899,Ranchi,"23.4467255,85.1199769",23.4467255,85.1199769,717,44.77,1.281666636,1.405454516
900,Nellore,"14.851945,79.987847",14.851945,79.987847,749,47.03,8.01083374,7.891818047
901,Vijayawada,"17.9740755,79.9144659",17.9740755,79.9144659,757,47.6,1,1
902,Kushinagar,"26.733855,83.808555",26.733855,83.808555,666,41.17,5.21750021,5.991818428
903,Bengaluru,"12.903583,77.470028",12.903583,77.470028,674,41.73,34.50166702,35.99818039
904,Kheda,"22.696475,72.896397",22.696475,72.896397,658,40.6,7.4375,8.634545326
905,Bagalkot,"16.290371,75.923507",16.290371,75.923507,696,43.29,6.231666565,5.310909271
906,Nageshri,"20.9166056,71.3220944",20.9166056,71.3220944,723,45.19,2.879999876,1.155454516
907,Nagpur,"20.2299353,79.0131934",20.2299353,79.0131934,580,35.09,10.77000046,8.653635979
908,Hazaribagh,"24.044628,85.385762",24.044628,85.385762,788,49.79,11.8241663,10.27272701
909,Pharenda,"27.213537,83.252765",27.213537,83.252765,637,39.12,1.196666718,1.24272728
910,Nalavadi,"15.369872021022868,75.35
744633497887",15.36987202,75.35,566,34.1,7.80583334,10.56000042
911,Tiruvallur,"13.216958,80.169353",13.216958,80.169353,686,42.58,14.08749962,13.57999992
912,Bengaluru,"13.206308, 77.765553",13.206308,77.765553,746,46.82,10.83750057,19.49363708
913,"Namkhana
Village","21.7501921,88.2365142",21.7501921,88.2365142,793,50.14,1.339166641,1.344545484
914,Hyderabad,"17.242648, 78.211582",17.242648,78.211582,615,37.56,1.80250001,2.168181896
915,Solapur,"17.472901,75.855225",17.472901,75.855225,575,34.73,19.39166641,12.86454487
916,,,,,,,7.58833313,6.9909091
917,Nanduri,"20.200237,79.029373",20.200237,79.029373,564,33.96,1.794166684,1.720000029
918,Kolar,"13.194547, 78.545287",13.194547,78.545287,561,33.75,7.558333397,8.854545593
919,Tirunelveli,"8.527035,77.663289",8.527035,77.663289,579,35.02,4.679999828,6.96999979
920,Kurnool,"15.7406107,78.0705331",15.7406107,78.0705331,598,36.36,7.781666756,7.700909138
921,Alirajpur,"22.270080,74.512520",22.27008,74.51252,629,38.55,1,1.188181877
922,Udaipur,"24.613529,74.233079",24.613529,74.233079,576,34.81,38.02166748,36.2154541
923,Dharwad,"15.488805,74.970109",15.488805,74.970109,640,39.33,7.086666584,4.922727108
924,Jalore,"25.485729,72.569789",25.485729,72.569789,660,40.74,2.13499999,2.312727213
925,Chittorgarh,"24.5521458,74.6665621",24.5521458,74.6665621,646,39.75,2.549999952,2.807272673
926,Hyderabad,"17.388444,78.351798",17.388444,78.351798,816,51.77,49.28666687,50.39363861
927,Dharamgarh,"29.5781487,76.0887316",29.5781487,76.0887316,621,37.99,10.77250004,9.178181648
928,Nashik,"19.9119216,73.9006299",19.9119216,73.9006299,664,41.02,9.843333244,14.81272697
929,Nashirabad,"21.016609,75.684364",21.016609,75.684364,606,36.93,16.94833374,14.03818226
930,Ramban,"33.12990,75.29348",33.1299,75.29348,365,19.89,3.789999962,3.595454454
931,Salem,"11.592809,78.780812",11.592809,78.780812,607,37,3.392499924,4.302727222
932,"Vizianagara
m","18.057967,83.521081",18.057967,83.521081,841,53.53,7.010000229,6.50181818
933,Dhanbad,"23.797494,86.430301",23.797494,86.430301,629,38.55,27.75333405,27.05545425
934,Bareilly,"28.45428,79.437658",28.45428,79.437658,605,36.86,12.70333385,17.65727234
935,Allahabad,"25.5650131,81.7457289",25.5650131,81.7457289,557,33.46,4.671666622,5.557272911
936,Barmer,"25.248178, 71.733328",25.248178,71.733328,591,35.87,2.472500086,1.917272687
937,Nayagaon,"24.572623,74.761591",24.572623,74.761591,634,38.9,5.926666737,4.03909111
938,Nayapura,"75.07147537, 23.51194711",23.51194711,75.07147537,555,33.32,3.994166613,5.550909042
939,Sonapur,"26.121161,91.938698",26.121161,91.938698,680,42.16,5.151666641,11.98636341
940,Coimbatore,"11.060944,77.088928",11.060944,77.088928,768,48.37,16.05583382,16.79181862
941,Neemthur,"75.81037561, 24.52109562",24.52109562,75.81037561,637,39.12,1.789999962,5.942727566
942,,,,,,,7.484166622,9.680000305
943,Jaipur,"27.242389, 76.0639",27.242389,76.0639,617,37.7,2.795833349,2.74727273
944,"Bangalore
Rural","13.0924871,77.3944374",13.0924871,77.3944374,696,43.29,50.10916519,48.40000153
945,Nellore,"14.312218,79.916296",14.312218,79.916296,752,47.24,4.182499886,2.863636255
946,Hyderabad,"17.4107638888889,78.3153
361111111",17.41076389,78.3153,763,48.02,22.6408329,26.73818207
947,Jodhpur,"26.578709,73.155029",26.578709,73.155029,618,37.77,1.337499976,1.50545454
948,"Kanpur
Nagar","26.708097,80.120527",26.708097,80.120527,811,51.41,9.334166527,15.35272694
949,Vidisha,"24.154715, 78.064432",24.154715,78.064432,660,40.74,1.176666617,1
950,Jalna,"19.884275, 75.845577",19.884275,75.845577,605,36.86,22.21333313,17.81636429
951,,,,,,,1.629166603,1.173636317
952,Chittorgarh,"24.6104397,74.6484461",24.6104397,74.6484461,745,46.75,1.866666675,2.146363735
953,Nimbali,"26.018464,73.088679",26.018464,73.088679,712,44.42,6.35583353,7.436363697
954,Barmer,"26.1512284,71.2802787",26.1512284,71.2802787,762,47.95,1,1.293636441
955,Barmer,"25.865575,71.6305593",25.865575,71.6305593,638,39.19,2.078333378,1.622727275
956,"Ladnun
(Nagaur)","27.5147239,74.3207931",27.5147239,74.3207931,717,44.77,6.247499943,5.949090958
957,Thane,"19.209400, 73.093948",19.2094,73.093948,715,44.63,35.71500015,39.27182007
958,Ujjain,"23.0815536,75.8156813",23.0815536,75.8156813,575,34.73,2.160000086,3.104545355
959,Piplai,"23.300828,75.827876",23.300828,75.827876,654,40.32,1.974999905,6.434545517
960,Moradabad,"28.814182,78.902248",28.814182,78.902248,689,42.79,9.03666687,9.123636246
961,Ghaziabad,"28.634037,77.390182",28.634037,77.390182,580,35.09,39.00166702,36.47363663
962,Bikaner,"27.6680790,72.674974",27.668079,72.674974,659,40.67,2.282500029,3.485454559
963,Bikaner,"28.073983, 73.568025",28.073983,73.568025,564,33.96,6.824166775,14.09181786
964,Nuh,"28.179226,77.074981",28.179226,77.074981,524,31.13,8.376667023,6.650908947
965,Kesinga,"20.2829801, 83.2961327",20.2829801,83.2961327,602,36.64,1.169166684,1.609090924
966,Amethi,"26.035992,81.43806",26.035992,81.43806,632,38.76,1.705833316,1.795454502
967,"NEAR
YALLAPURA","13.261002,77.093901",13.261002,77.093901,598,36.36,1.468333364,1.462727308
968,Chittorgarh,"24.8248863,74.6282613",24.8248863,74.6282613,587,35.58,35.95999908,39.20272827
969,Rewa,"24.593492,81.298600",24.593492,81.2986,623,38.13,1.727499962,1.566363573
970,Dwarka,"22.08019901,69.13387008",22.08019901,69.13387008,545,32.61,9.87250042,4.407272816
971,Salem,"11.72034,78.07338",11.72034,78.07338,696,43.29,15.45916653,12.36363602
972,Orai,"25.9261,79.3622",25.9261,79.3622,565,34.03,14.67749977,17.59818268
973,Sindhudurg,"16.174444,73.692500",16.174444,73.6925,581,35.16,2.402499914,1.850000024
974,,,,,,,13.47916698,11.52090931
975,Surajpur,"23.195053,82.925264",23.195053,82.925264,627,38.41,3.033333302,2.738181829
976,Nowgong,"25.134303,79.376709",25.134303,79.376709,651,40.11,16.27250099,14.28727245
977,Aurangabad,"19.1388116,75.7488874",19.1388116,75.7488874,563,33.89,7.132500172,5.912727356
978,Churu,"27.916553, 74.554469",27.916553,74.554469,670,41.45,3.5625,3.49272728
979,Baripada,"21.5632851,86.9253147",21.5632851,86.9253147,632,38.76,1.13499999,1.531818151
980,Guna,"24.5069819,77.1860753",24.5069819,77.1860753,548,32.83,8.614999771,7.516363621
981,Guna,"24.650828,77.422362",24.650828,77.422362,490,28.73,1.040833354,1
982,Ri-Bhoi,"25.992753,91.860387",25.992753,91.860387,653,40.25,2.336666584,2.344545364
983,,,,,,,2.689166546,2.885454655
984,Chennai,"13.140047,80.0530363",13.140047,80.0530363,763,48.02,9.541666985,8.339091301
985,"Palaya
Gandharvak ottaiÂ Villag","10.6122581,79.0305683",10.6122581,79.0305683,616,37.63,1.24333334,1.091818213
986,Kadapa,"14.51346,78.791105",14.51346,78.791105,695,43.22,5.855000019,6.129090786
987,Rewa,"24.770730, 81.400890",24.77073,81.40089,685,42.51,1.94416666,1.720909119
988,Thrissur,"10.442916,76.260181",10.442916,76.260181,641,39.4,7.19416666,7.29454565
989,Ujjain,"23.028861,75.964689",23.028861,75.964689,620,37.92,5.526666641,11.13363647
990,Uniara,"25.884209,75.958515",25.884209,75.958515,819,51.98,1.636666656,1.719090939
991,Vellore,"12.905829,78.951686",12.905829,78.951686,509,30.07,9.590833664,9.859090805
992,"Hanumanga
rh","28.951956, 74.225031",28.951956,74.225031,608,37.07,1.851666689,2.796363592
993,Bardhaman,"23.178722,88.026395",23.178722,88.026395,735,46.04,8.981666565,29.60181808
994,Palsud,"21.813416,74.974632",21.813416,74.974632,589,35.72,1.075833321,1.161818147
995,Palwal,"28.102706,77.30527",28.102706,77.30527,601,36.57,6.315833569,5.72545433
996,Palakkad,"10.8131538,76.7957998",10.8131538,76.7957998,613,37.42,5.817500114,4.150908947
997,Jodhpur,"27.5541483,73.230405",27.5541483,73.230405,569,34.31,5.183333397,12.05090904
998,"Vishakhapat
nam","17.7130381,83.2079988",17.7130381,83.2079988,763,48.02,16.39583397,18.77090836
999,Prakasam,"15.465943,79.072447",15.465943,79.072447,600,36.5,5.698333263,5.029999733
1000,Sheopur,"25.56625,76.6529",25.56625,76.6529,633,38.83,1,1
1001,Mandla,"22.390935,80.808638",22.390935,80.808638,909,58.34,1.854166627,2.136363506
1002,Gwalior,"26.097998, 78.015844",26.097998,78.015844,743,46.61,8.506666183,5.79272747
1003,"New
Jalpaiguri","26.573915,88.522596",26.573915,88.522596,653,40.25,12.46916676,9.818181992
1004,Jajpur,"20.897746,86.21625",20.897746,86.21625,801,50.71,4.517499924,5.730908871
1005,Panna,"24.65939, 80.15294",24.65939,80.15294,741,46.47,1,1
1006,Nalgonda,"17.232887,78.960464",17.232887,78.960464,711,44.35,17.50333405,15.98272705
1007,Panthawada,"24.447519,71.752014",24.447519,71.752014,600,36.5,1.119166613,1.795454621
1008,"Avadi
Somapur","15.3582487,75.6863757",15.3582487,75.6863757,708,44.13,1.464166641,1.196363688
1009,Alwar,"27.714361, 76.742856",27.714361,76.742856,587,35.58,1.650833368,1.75454545
1010,Bhind,"26.672845, 78.730507",26.672845,78.730507,798,50.49,3.501666546,1.710909128
1011,Para,"25.798882,74.351686",25.798882,74.351686,629,38.55,1.452499986,1.49000001
1012,Bilaspur,"22.010617,82.323591",22.010617,82.323591,687,42.65,3.05916667,3.375454426
1013,"Kanchipura
m","12.723887,79.981917",12.723887,79.981917,793,50.14,6.525000095,6.858181953
1014,Aurangabad,"18.6284625,75.6978936",18.6284625,75.6978936,547,32.76,6.649166584,7.916363716
1015,"Purvi
Champaran","26.451643,85.022817",26.451643,85.022817,617,37.7,7.978333473,7.165454388
1016,Meerut,"28.902930,77.641772",28.90293,77.641772,663,40.95,15.11833286,13.57909107
1017,Bikaner,"27.6941351,73.3758130",27.6941351,73.375813,788,49.79,1.909166694,3.548181772
1018,Darjeeling,"24.599579,84.70284",24.599579,84.70284,658,40.6,4.094166756,4.195454597
1019,,,,,,,1,1
1020,Chandil,"22.930225, 86.063708",22.930225,86.063708,642,39.47,7.340833187,6.580909252
1021,Bundi,"25.285600, 75.897097",25.2856,75.897097,734,45.97,1.695833325,1.623636365
1022,Hyderabad,"17.321673, 78.140518",17.321673,78.140518,542,32.4,4.121666908,4.769091129
1023,Nagpur,"21.343756,79.009054",21.343756,79.009054,555,33.32,3.639166594,3.171818256
1024,"Patariya
Goyal","23.131971,76.689998",23.131971,76.689998,774,48.8,2.619166613,2.433636427
1025,Pune,"18.424491,74.466193",18.424491,74.466193,550,32.97,12.97249985,12.94363594
1026,,,,,,,11.3083334,23.34181786
1027,Kokrajhar,"26.567821,90.218439",26.567821,90.218439,694,43.14,1,1
1028,Kotma,"23.2492475,82.0589565",23.2492475,82.0589565,664,41.02,1.288333297,1.364545465
1029,Patni,"29.530383,77.198676",29.530383,77.198676,529,31.48,4.985833168,10.42363644
1030,Patodi,"28.391538,76.86769",28.391538,76.86769,703,43.78,15.65333366,16.89999962
1031,Ranchi,"23.3215317,85.1503319",23.3215317,85.1503319,511,30.21,5.496666431,9.889090538
1032,Ganganagar,"29.058447,73.095777",29.058447,73.095777,479,27.95,4.597499847,4.168181896
1033,Kalaburagi,"17.3970162,76.7061871",17.3970162,76.7061871,776,48.94,1.165833354,1.076363564
1034,Tiruvallur,"13.150829,79.834687",13.150829,79.834687,704,43.85,3.974166632,3.735454559
1035,Hyderabad,"17.319992, 78.655881",17.319992,78.655881,595,36.15,20.6091671,21.22272682
1036,Hyderabad,"17.121417, 78.235572",17.121417,78.235572,525,31.2,2.573333263,2.323636293
1037,MOHOL,"17.779097, 75.524512",17.779097,75.524512,666,41.17,9.473333359,15.02454567
1038,Karnal,"29.623442,76.784786",29.623442,76.784786,507,29.93,4.629166603,3.433636427
1039,Perambalur,"11.237523,78.960180",11.237523,78.96018,573,34.59,1.274166703,1.389090896
1040,Chennai,"12.9564,80.2412",12.9564,80.2412,663,40.95,37.7816658,36.29090881
1041,Bhind,"26.683184,78.917895",26.683184,78.917895,643,39.54,2.795833349,2.410909176
1042,Naldurg,"17.7991202,76.1933353",17.7991202,76.1933353,632,38.76,3.950833321,2.316363573
1043,Jaisinghpur,"26.3486681,82.2470807",26.3486681,82.2470807,540,32.26,2.327500105,3.690000057
1044,Pimparkhed,"20.3029330, 74.7588787",20.302933,74.7588787,783,49.43,1.289999962,2.529999971
1045,Nashik,"19.810393, 74.276137",19.810393,74.276137,574,34.66,16.29083252,18.64636421
1046,Nashik,"19.676166, 73.566280",19.676166,73.56628,588,35.65,3.772500038,4.915454388
1047,Alwar,"27.253013, 76.766463",27.253013,76.766463,424,24.06,20.45666695,15.21272755
1048,Ajmer,"26.158577,74.371572",26.158577,74.371572,708,44.13,15.20499992,15.00454521
1049,Pipili,"20.1374,85.8392",20.1374,85.8392,584,35.37,3.334166527,3.546363592
1050,Datia,"25.581462,78.375242",25.581462,78.375242,653,40.25,1,1
1051,Piplyamandi,"24.168848,75.013273",24.168848,75.013273,500,29.43,5.933333397,5.173636436
1052,Adilabad,"19.781093,78.565772",19.781093,78.565772,642,39.47,1.444999933,1.149090886
1053,Rajkot,"22.082642,70.781004",22.082642,70.781004,622,38.06,13.00833321,13.52636337
1054,Kheda,"22.912793,72.957362",22.912793,72.957362,695,43.22,3.244166613,3.270909071
1055,Sitamarhi,"26.0558561,85.1829012",26.0558561,85.1829012,600,36.5,2.901666641,2.410909176
1056,Coimbatore,"10.914016,76.982178",10.914016,76.982178,599,36.43,7.700833321,7.601818085
1057,Coimbatore,"10.921531,76.989327",10.921531,76.989327,646,39.75,12.09083366,14.6618185
1058,Villupuram,"11.983278,79.78836",11.983278,79.78836,670,41.45,4.605000019,3.315454483
1059,,,,,,,24.36666679,27.2154541
1060,"Tiruchirappa
lli","10.536356,78.257059",10.536356,78.257059,632,38.76,3.031666756,2.150909185
1061,"Ernakulam
(Cochin)","10.010715,76.257992",10.010715,76.257992,722,45.12,4.175833225,3.955454588
1062,Krishna,"16.572341,80.862502",16.572341,80.862502,703,43.78,3.915833473,3.621818066
1063,Chunar,"25.177356, 82.973450",25.177356,82.97345,748,46.96,14.39333344,11.92181778
1064,Sambalpur,"21.449859, 84.115361",21.449859,84.115361,652,40.18,6.932499886,6.2409091
1065,Madurai,"10.11086,78.17934",10.11086,78.17934,726,45.41,3.301666737,5.965454578
1066,"Thoothukud
i","8.862935,78.117106",8.862935,78.117106,577,34.88,4.697500229,4.159090996
1067,"Mahabubna
gar","15.887742,78.016978",15.887742,78.016978,665,41.1,11.07333374,8.069999695
1068,,,,,,,8.514166832,10.04181862
1069,Bokaro,"23.668205, 86.045153",23.668205,86.045153,661,40.81,5.614999771,6.927272797
1070,Puraini,"29.407490,78.446624",29.40749,78.446624,557,33.46,12.53083324,11.41727257
1071,Kolaras,"25.1649077,77.6035472",25.1649077,77.6035472,764,48.09,4.809999943,7.915454388
1072,Jamshedpur,"22.681826, 86.397622",22.681826,86.397622,753,47.31,11.83333397,7.789090633
1073,Dausa,"26.5004499,75.9983801",26.5004499,75.9983801,637,39.12,3.732500076,4.186363697
1074,Sikar,"28.29256,75.70622",28.29256,75.70622,520,30.85,2.067499876,1.622727275
1075,Guwahati,"26.245792,92.541470",26.245792,92.54147,646,39.75,2.741666794,2.519999981
1076,,,,,,,3.288333416,9.544545174
1077,"Mahabubna
gar","17.005867,78.194493",17.005867,78.194493,675,41.8,12.12666702,8.530909538
1078,Pali,"26.063612,74.059477",26.063612,74.059477,664,41.02,9.380000114,8.859999657
1079,Ghazipur,"25.8340830, 83.5641280",25.834083,83.564128,633,38.83,19.76250076,19.1427269
1080,,,,,,,2.880000114,3.592727184
1081,Jaipur,"26.859184,76.105596",26.859184,76.105596,573,34.59,6.981666565,6.940000057
1082,"Rajatadripur
a","13.319000, 76.696300",13.319,76.6963,529,31.48,14.18249989,10.36272717
1083,Howrah,"22.654299,88.325166",22.654299,88.325166,677,41.94,27.26000023,29.83272743
1084,Darbhanga,"26.225144,86.150263",26.225144,86.150263,404,22.65,5.276666641,4.561818123
1085,,,,,,,4.375833511,3.722727299
1086,Mumbai,"19.0431887,72.8248015",19.0431887,72.8248015,721,45.05,29.29000092,49.7845459
1087,Bharatpur,"26.8539706,77.7228186",26.8539706,77.7228186,521,30.92,2.464999914,2.25545454
1088,Jhalawar,"23.957803, 75.860369",23.957803,75.860369,684,42.44,1,1
1089,Jhansi,"25.461841,78.451052",25.461841,78.451052,548,32.83,5.834166527,7.22181797
1090,,,,,,,7.64416647,9.837272644
1091,Jaisalmer,"27.0250630,71.9462760",27.025063,71.946276,677,41.94,3.204166651,3.842727184
1092,Shivpuri,"25.278913,77.614165",25.278913,77.614165,721,45.05,1.679166675,1.674545407
1093,,,,,,,5.572500229,6.451817989
1094,Ahmedabad,"22.984070, 72.663800",22.98407,72.6638,359,19.47,34.97999954,33.62818146
1095,"West
Medinipur","22.24076,87.39207",22.24076,87.39207,475,27.67,30.49583244,30.33818245
1096,Ahmedabad,"23.096350, 72.686190",23.09635,72.68619,376,20.67,25.36750031,27.6072731
1097,Jaldapara,"26.68477778,89.23083333",26.68477778,89.23083333,666,41.17,3.272500038,2.619999886
1098,,,,,,,1.44749999,1.387272716
1099,Manawar,"22.18080556,75.18750000",22.18080556,75.1875,457,26.4,1.600000024,1.548181891
1100,Rapur,"14.2104914,79.5602205",14.2104914,79.5602205,493,28.94,1,1
1101,Namakkal,"11.193895,78.103219",11.193895,78.103219,496,29.15,3.379166603,3.818181753
1102,Sikar,"27.726086,75.075979",27.726086,75.075979,486,28.45,8.051667213,7.078181744
1103,Hazaribagh,"24.3234,85.3881",24.3234,85.3881,535,31.91,6.240833282,5.24454546
1104,Ghaziabad,"28.704345,77.522078",28.704345,77.522078,607,37,20.14750099,20.43818283
1105,Khargaone,"22.246727, 76.001647",22.246727,76.001647,559,33.6,1.840833306,1.690909028
1106,Rewa,"24.539445,81.3514053",24.539445,81.3514053,439,25.12,11.47833347,11.04181767
1107,Morena,"26.630845, 78.143699",26.630845,78.143699,489,28.66,1.657500029,2.822727203
1108,GWALIOR,"26.2424490,78.3131290",26.242449,78.313129,522,30.99,4.271666527,4.086363792
1109,Indore,"22.6288230,75.786310",22.628823,75.78631,600,36.5,13.51416683,16.57181931
1110,,,,,,,3.141666651,3.717272758
1111,"Markapura
m","15.2253,79.4592",15.2253,79.4592,545,32.61,1,1
1112,Vijayawada,"15.993396, 80.598593",15.993396,80.598593,803,50.85,1.532500029,5.551818371
1113,Agra,"27.1888,78.00405",27.1888,78.00405,716,44.7,41.03749847,43.81000137
1114,Karimnagar,"18.2943, 79.1171",18.2943,79.1171,666,41.17,4.335000038,5.183636189
1115,Jaipur,"26.67705,75.66506",26.67705,75.66506,624,38.2,1.491666675,1.50181818
1116,Rewa,"24.537250,81.3494444",24.53725,81.3494444,516,30.57,6.053333282,5.826363564
1117,Nagpur,"21.1579085,79.0102789",21.1579085,79.0102789,743,46.61,16.38083267,13.16636372
1118,Bhopal,"22.601715, 74.928755",22.601715,74.928755,555,33.32,1.419166684,1.136363626
1119,Rohtak,"28.754563,76.795216",28.754563,76.795216,542,32.4,10.12416649,9.224545479
1120,Indore,"23.3306354,76.1757945",23.3306354,76.1757945,619,37.84,10.18000031,9.100909233
1121,Adilabad,"19.28019,78.409222",19.28019,78.409222,683,42.37,3.13499999,2.931818247
1122,Faizabad,"26.767878,81.949556",26.767878,81.949556,620,37.92,7.885833263,7.249091148
